Line	Date	Time	SpectrumFile	LibraryFile	Water vapor H2O	Unit	 Compensation	Nitrous oxide N2O	Unit	 Compensation	Nitrogen monoxide NO	Unit	 Compensation	Nitrogen dioxide NO2	Unit	 Compensation	Sulfur dioxide SO2	Unit	 Compensation	Ammonia NH3	Unit	 Compensation	Chlorobenzen C6H5Cl	Unit	 Compensation	Carbon dioxide_ppm	Unit	 Compensation	Carbon monoxide_ppm	Unit	 Compensation	 Status
0	2017-03-03	00:01:34		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.54	ppm	wet	453.21	ppm	wet	  9.39	ppm	wet	  2.43	ppm	wet	462.07	ppm	wet	 44.67	ppm	wet	 -3.02	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:01:56		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.59	ppm	wet	453.32	ppm	wet	  9.69	ppm	wet	  2.77	ppm	wet	461.47	ppm	wet	 44.69	ppm	wet	 -3.02	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:02:17		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.59	ppm	wet	452.81	ppm	wet	  8.84	ppm	wet	  2.05	ppm	wet	460.53	ppm	wet	 44.45	ppm	wet	 -3.07	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:02:38		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.69	ppm	wet	452.88	ppm	wet	  9.26	ppm	wet	  3.65	ppm	wet	458.08	ppm	wet	 44.23	ppm	wet	 -3.11	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:02:59		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.64	ppm	wet	452.81	ppm	wet	  9.31	ppm	wet	  3.31	ppm	wet	455.68	ppm	wet	 44.06	ppm	wet	 -3.10	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:03:20		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.65	ppm	wet	452.72	ppm	wet	  9.54	ppm	wet	  4.47	ppm	wet	456.20	ppm	wet	 44.24	ppm	wet	 -3.16	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:03:41		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.65	ppm	wet	453.01	ppm	wet	  9.36	ppm	wet	  2.49	ppm	wet	454.98	ppm	wet	 44.27	ppm	wet	 -3.15	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:04:03		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.75	ppm	wet	453.67	ppm	wet	  9.40	ppm	wet	  3.29	ppm	wet	457.46	ppm	wet	 44.29	ppm	wet	 -3.10	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:04:24		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.60	ppm	wet	452.93	ppm	wet	  9.59	ppm	wet	  3.77	ppm	wet	459.13	ppm	wet	 44.27	ppm	wet	 -3.13	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:04:45		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.64	ppm	wet	452.74	ppm	wet	  9.85	ppm	wet	  2.06	ppm	wet	460.65	ppm	wet	 44.63	ppm	wet	 -3.06	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:05:06		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.55	ppm	wet	452.97	ppm	wet	  8.81	ppm	wet	  2.15	ppm	wet	461.69	ppm	wet	 44.72	ppm	wet	 -3.08	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:05:27		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.44	ppm	wet	452.46	ppm	wet	  9.84	ppm	wet	  3.51	ppm	wet	463.44	ppm	wet	 45.02	ppm	wet	 -3.05	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:05:48		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.68	ppm	wet	452.86	ppm	wet	  9.36	ppm	wet	  2.05	ppm	wet	462.28	ppm	wet	 45.35	ppm	wet	 -3.05	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:06:09		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.73	ppm	wet	453.81	ppm	wet	 10.09	ppm	wet	  2.97	ppm	wet	460.11	ppm	wet	 45.42	ppm	wet	 -3.08	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:06:30		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.64	ppm	wet	453.75	ppm	wet	  9.18	ppm	wet	  1.71	ppm	wet	460.05	ppm	wet	 44.96	ppm	wet	 -3.09	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:06:51		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.65	ppm	wet	451.96	ppm	wet	  9.63	ppm	wet	  2.52	ppm	wet	456.54	ppm	wet	 44.37	ppm	wet	 -3.10	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:07:12		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.53	ppm	wet	451.51	ppm	wet	  9.31	ppm	wet	  1.92	ppm	wet	456.01	ppm	wet	 44.05	ppm	wet	 -3.13	ppm	wet	  0.14	ppm	wet	Warning
0	2017-03-03	00:07:34		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.68	ppm	wet	452.86	ppm	wet	  9.58	ppm	wet	  3.53	ppm	wet	454.36	ppm	wet	 44.17	ppm	wet	 -3.16	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:07:55		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.63	ppm	wet	453.08	ppm	wet	  9.15	ppm	wet	  2.60	ppm	wet	455.58	ppm	wet	 44.31	ppm	wet	 -3.17	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:08:16		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.61	ppm	wet	453.34	ppm	wet	  9.03	ppm	wet	  3.04	ppm	wet	456.90	ppm	wet	 44.49	ppm	wet	 -3.13	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:08:37		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.65	ppm	wet	453.67	ppm	wet	  9.33	ppm	wet	  3.45	ppm	wet	459.06	ppm	wet	 44.53	ppm	wet	 -3.11	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:08:58		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.68	ppm	wet	454.17	ppm	wet	 10.12	ppm	wet	  3.23	ppm	wet	461.44	ppm	wet	 44.61	ppm	wet	 -3.13	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:09:19		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.72	ppm	wet	453.67	ppm	wet	  9.52	ppm	wet	  2.36	ppm	wet	461.74	ppm	wet	 45.14	ppm	wet	 -3.04	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:09:40		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.64	ppm	wet	453.76	ppm	wet	  9.65	ppm	wet	  2.09	ppm	wet	462.24	ppm	wet	 44.36	ppm	wet	 -3.02	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:10:01		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.74	ppm	wet	453.20	ppm	wet	  8.45	ppm	wet	  3.32	ppm	wet	461.73	ppm	wet	 44.89	ppm	wet	 -3.06	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:10:23		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.53	ppm	wet	452.00	ppm	wet	  9.86	ppm	wet	  2.25	ppm	wet	460.94	ppm	wet	 44.67	ppm	wet	 -3.10	ppm	wet	  0.03	ppm	wet	Warning
0	2017-03-03	00:10:44		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.67	ppm	wet	454.15	ppm	wet	  9.01	ppm	wet	  3.41	ppm	wet	460.51	ppm	wet	 44.86	ppm	wet	 -3.20	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:11:05		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.48	ppm	wet	452.67	ppm	wet	  9.65	ppm	wet	  2.52	ppm	wet	457.60	ppm	wet	 44.71	ppm	wet	 -3.16	ppm	wet	  0.36	ppm	wet	Warning
0	2017-03-03	00:11:26		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.69	ppm	wet	453.66	ppm	wet	  9.01	ppm	wet	  1.42	ppm	wet	456.25	ppm	wet	 44.62	ppm	wet	 -3.09	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:11:47		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.71	ppm	wet	452.49	ppm	wet	  8.94	ppm	wet	  2.02	ppm	wet	455.63	ppm	wet	 44.24	ppm	wet	 -3.13	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:12:08		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.64	ppm	wet	454.77	ppm	wet	  8.92	ppm	wet	  1.73	ppm	wet	455.58	ppm	wet	 44.15	ppm	wet	 -3.14	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:12:29		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.64	ppm	wet	453.91	ppm	wet	 10.05	ppm	wet	  2.10	ppm	wet	458.28	ppm	wet	 44.25	ppm	wet	 -3.11	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:12:50		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.73	ppm	wet	452.22	ppm	wet	  9.19	ppm	wet	  2.29	ppm	wet	459.77	ppm	wet	 44.44	ppm	wet	 -3.10	ppm	wet	  0.02	ppm	wet	Warning
0	2017-03-03	00:13:11		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.75	ppm	wet	451.40	ppm	wet	  9.37	ppm	wet	  1.43	ppm	wet	460.95	ppm	wet	 45.00	ppm	wet	 -2.98	ppm	wet	  0.38	ppm	wet	Warning
0	2017-03-03	00:13:32		SN081370_20160606.LIB	  0.01	vol-%	wet	  0.64	ppm	wet	452.07	ppm	wet	  9.72	ppm	wet	  1.12	ppm	wet	462.97	ppm	wet	 44.96	ppm	wet	 -3.02	ppm	wet	  0.05	ppm	wet	Warning
0	2017-03-03	00:13:54		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.66	ppm	wet	451.25	ppm	wet	  9.23	ppm	wet	  0.93	ppm	wet	464.97	ppm	wet	 45.50	ppm	wet	 -2.97	ppm	wet	  0.03	ppm	wet	Warning
0	2017-03-03	00:14:15		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.57	ppm	wet	451.01	ppm	wet	  9.34	ppm	wet	  1.40	ppm	wet	465.12	ppm	wet	 45.13	ppm	wet	 -3.03	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:14:36		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.78	ppm	wet	448.83	ppm	wet	  9.01	ppm	wet	  0.93	ppm	wet	464.73	ppm	wet	 45.37	ppm	wet	 -3.07	ppm	wet	  0.11	ppm	wet	Warning
0	2017-03-03	00:14:57		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.84	ppm	wet	446.70	ppm	wet	  9.12	ppm	wet	  1.28	ppm	wet	462.81	ppm	wet	 44.69	ppm	wet	 -3.11	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:15:18		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.62	ppm	wet	442.87	ppm	wet	  9.04	ppm	wet	  1.73	ppm	wet	463.60	ppm	wet	 44.67	ppm	wet	 -3.08	ppm	wet	  0.13	ppm	wet	Warning
0	2017-03-03	00:15:39		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.65	ppm	wet	440.62	ppm	wet	  9.65	ppm	wet	  1.86	ppm	wet	462.00	ppm	wet	 44.83	ppm	wet	 -3.11	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:16:00		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.65	ppm	wet	435.83	ppm	wet	  9.66	ppm	wet	  3.05	ppm	wet	463.92	ppm	wet	 44.79	ppm	wet	 -3.12	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:16:21		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.55	ppm	wet	431.45	ppm	wet	  8.20	ppm	wet	  3.71	ppm	wet	464.08	ppm	wet	 45.08	ppm	wet	 -3.08	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:16:43		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.57	ppm	wet	426.78	ppm	wet	  8.25	ppm	wet	  3.05	ppm	wet	467.07	ppm	wet	 44.60	ppm	wet	 -2.97	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:17:04		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.68	ppm	wet	418.87	ppm	wet	  8.75	ppm	wet	  2.39	ppm	wet	469.30	ppm	wet	 44.83	ppm	wet	 -3.05	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:17:25		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.42	ppm	wet	415.52	ppm	wet	  8.34	ppm	wet	  2.33	ppm	wet	470.38	ppm	wet	 45.20	ppm	wet	 -2.91	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:17:46		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.59	ppm	wet	408.99	ppm	wet	  8.11	ppm	wet	  2.20	ppm	wet	472.68	ppm	wet	 45.25	ppm	wet	 -2.82	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:18:07		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.72	ppm	wet	402.15	ppm	wet	  7.95	ppm	wet	  2.22	ppm	wet	472.99	ppm	wet	 45.55	ppm	wet	 -2.74	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:18:28		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.69	ppm	wet	394.74	ppm	wet	  7.96	ppm	wet	  2.65	ppm	wet	472.19	ppm	wet	 45.68	ppm	wet	 -2.71	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:18:49		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.62	ppm	wet	389.82	ppm	wet	  7.88	ppm	wet	  2.83	ppm	wet	470.34	ppm	wet	 45.17	ppm	wet	 -2.66	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:19:10		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.52	ppm	wet	383.16	ppm	wet	  7.71	ppm	wet	  2.79	ppm	wet	468.63	ppm	wet	 44.69	ppm	wet	 -2.65	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:19:31		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.78	ppm	wet	376.49	ppm	wet	  7.64	ppm	wet	  2.71	ppm	wet	463.98	ppm	wet	 45.55	ppm	wet	 -2.60	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:19:53		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.67	ppm	wet	368.54	ppm	wet	  7.22	ppm	wet	  2.25	ppm	wet	460.89	ppm	wet	 45.00	ppm	wet	 -2.50	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:20:14		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.61	ppm	wet	365.50	ppm	wet	  6.63	ppm	wet	  3.27	ppm	wet	458.81	ppm	wet	 44.88	ppm	wet	 -2.52	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:20:35		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.67	ppm	wet	359.78	ppm	wet	  6.65	ppm	wet	  1.76	ppm	wet	457.22	ppm	wet	 45.28	ppm	wet	 -2.43	ppm	wet	  0.07	ppm	wet	Warning
0	2017-03-03	00:20:56		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.60	ppm	wet	356.24	ppm	wet	  6.98	ppm	wet	  1.16	ppm	wet	454.69	ppm	wet	 45.10	ppm	wet	 -2.37	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:21:17		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.71	ppm	wet	350.71	ppm	wet	  6.23	ppm	wet	  2.75	ppm	wet	455.46	ppm	wet	 45.26	ppm	wet	 -2.29	ppm	wet	  0.31	ppm	wet	Warning
0	2017-03-03	00:21:38		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.62	ppm	wet	349.56	ppm	wet	  6.30	ppm	wet	  1.89	ppm	wet	454.77	ppm	wet	 45.49	ppm	wet	 -2.27	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:21:59		SN081370_20160606.LIB	  0.02	vol-%	wet	  0.68	ppm	wet	344.71	ppm	wet	  6.13	ppm	wet	  2.67	ppm	wet	452.15	ppm	wet	 45.55	ppm	wet	 -2.24	ppm	wet	  0.14	ppm	wet	Warning
0	2017-03-03	00:22:21		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.76	ppm	wet	342.94	ppm	wet	  5.49	ppm	wet	  1.48	ppm	wet	451.52	ppm	wet	 45.78	ppm	wet	 -2.17	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:22:42		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.57	ppm	wet	338.69	ppm	wet	  5.60	ppm	wet	  2.91	ppm	wet	448.77	ppm	wet	 45.52	ppm	wet	 -2.16	ppm	wet	  0.06	ppm	wet	Warning
0	2017-03-03	00:23:03		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.55	ppm	wet	337.22	ppm	wet	  5.70	ppm	wet	  2.39	ppm	wet	446.05	ppm	wet	 46.13	ppm	wet	 -2.24	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:23:24		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.69	ppm	wet	334.60	ppm	wet	  5.20	ppm	wet	  1.42	ppm	wet	442.40	ppm	wet	 45.80	ppm	wet	 -2.28	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:23:45		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.73	ppm	wet	331.23	ppm	wet	  5.67	ppm	wet	  1.01	ppm	wet	437.12	ppm	wet	 44.85	ppm	wet	 -2.23	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:24:06		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.77	ppm	wet	328.50	ppm	wet	  5.91	ppm	wet	  1.04	ppm	wet	433.24	ppm	wet	 45.06	ppm	wet	 -2.28	ppm	wet	  0.03	ppm	wet	Warning
0	2017-03-03	00:24:27		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.71	ppm	wet	326.76	ppm	wet	  5.12	ppm	wet	  1.24	ppm	wet	430.46	ppm	wet	 44.94	ppm	wet	 -2.30	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:24:48		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.89	ppm	wet	325.85	ppm	wet	  5.52	ppm	wet	  1.99	ppm	wet	428.00	ppm	wet	 45.05	ppm	wet	 -2.24	ppm	wet	  0.03	ppm	wet	OK
0	2017-03-03	00:25:09		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.72	ppm	wet	325.52	ppm	wet	  5.05	ppm	wet	  1.34	ppm	wet	425.68	ppm	wet	 45.07	ppm	wet	 -2.22	ppm	wet	  0.00	ppm	wet	Warning
0	2017-03-03	00:25:31		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.64	ppm	wet	323.30	ppm	wet	  5.13	ppm	wet	  0.75	ppm	wet	424.42	ppm	wet	 45.73	ppm	wet	 -2.28	ppm	wet	  0.01	ppm	wet	OK
0	2017-03-03	00:25:52		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.75	ppm	wet	322.93	ppm	wet	  4.96	ppm	wet	  1.59	ppm	wet	425.76	ppm	wet	 45.70	ppm	wet	 -2.20	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:26:13		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.77	ppm	wet	312.17	ppm	wet	  5.04	ppm	wet	  1.66	ppm	wet	425.26	ppm	wet	 45.86	ppm	wet	 -2.26	ppm	wet	  0.12	ppm	wet	OK
0	2017-03-03	00:26:34		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.64	ppm	wet	309.93	ppm	wet	  4.96	ppm	wet	  1.74	ppm	wet	423.43	ppm	wet	 45.68	ppm	wet	 -2.33	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:26:55		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.78	ppm	wet	310.21	ppm	wet	  5.00	ppm	wet	  1.30	ppm	wet	421.28	ppm	wet	 45.69	ppm	wet	 -2.25	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:27:16		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.83	ppm	wet	308.76	ppm	wet	  5.02	ppm	wet	  0.58	ppm	wet	419.24	ppm	wet	 45.81	ppm	wet	 -2.28	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:27:37		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.77	ppm	wet	306.90	ppm	wet	  5.05	ppm	wet	  0.20	ppm	wet	415.69	ppm	wet	 45.67	ppm	wet	 -2.38	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:27:58		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.70	ppm	wet	308.17	ppm	wet	  5.03	ppm	wet	  1.23	ppm	wet	412.91	ppm	wet	 45.41	ppm	wet	 -2.43	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:28:20		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.84	ppm	wet	305.72	ppm	wet	  5.10	ppm	wet	  0.89	ppm	wet	409.25	ppm	wet	 45.56	ppm	wet	 -2.46	ppm	wet	  0.02	ppm	wet	OK
0	2017-03-03	00:28:41		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.76	ppm	wet	307.22	ppm	wet	  4.50	ppm	wet	  0.00	ppm	wet	408.19	ppm	wet	 45.16	ppm	wet	 -2.50	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:29:02		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.74	ppm	wet	307.05	ppm	wet	  5.05	ppm	wet	  0.12	ppm	wet	406.21	ppm	wet	 45.14	ppm	wet	 -2.53	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:29:23		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.88	ppm	wet	305.63	ppm	wet	  4.83	ppm	wet	  0.73	ppm	wet	406.01	ppm	wet	 45.24	ppm	wet	 -2.49	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:29:44		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.61	ppm	wet	305.72	ppm	wet	  4.87	ppm	wet	  0.29	ppm	wet	405.84	ppm	wet	 46.01	ppm	wet	 -2.51	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:30:05		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.81	ppm	wet	306.56	ppm	wet	  4.92	ppm	wet	  0.13	ppm	wet	404.66	ppm	wet	 46.17	ppm	wet	 -2.44	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:30:26		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.76	ppm	wet	305.37	ppm	wet	  4.30	ppm	wet	  0.00	ppm	wet	405.74	ppm	wet	 46.18	ppm	wet	 -2.45	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:30:47		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.81	ppm	wet	306.34	ppm	wet	  4.97	ppm	wet	  0.92	ppm	wet	404.57	ppm	wet	 46.08	ppm	wet	 -2.56	ppm	wet	  0.09	ppm	wet	OK
0	2017-03-03	00:31:08		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.81	ppm	wet	305.57	ppm	wet	  5.13	ppm	wet	  1.14	ppm	wet	403.28	ppm	wet	 46.06	ppm	wet	 -2.54	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:31:29		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.86	ppm	wet	305.72	ppm	wet	  5.15	ppm	wet	  0.00	ppm	wet	401.26	ppm	wet	 45.77	ppm	wet	 -2.62	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:31:51		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.79	ppm	wet	305.40	ppm	wet	  4.39	ppm	wet	  1.01	ppm	wet	399.94	ppm	wet	 45.67	ppm	wet	 -2.66	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:32:12		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.98	ppm	wet	303.42	ppm	wet	  4.69	ppm	wet	  0.95	ppm	wet	397.25	ppm	wet	 46.12	ppm	wet	 -2.78	ppm	wet	  0.25	ppm	wet	OK
0	2017-03-03	00:32:33		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.84	ppm	wet	303.64	ppm	wet	  4.36	ppm	wet	  1.24	ppm	wet	395.04	ppm	wet	 45.01	ppm	wet	 -2.78	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:32:54		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.79	ppm	wet	306.02	ppm	wet	  4.40	ppm	wet	  0.22	ppm	wet	392.56	ppm	wet	 45.64	ppm	wet	 -2.78	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:33:15		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.69	ppm	wet	304.53	ppm	wet	  4.42	ppm	wet	  1.51	ppm	wet	392.39	ppm	wet	 44.78	ppm	wet	 -2.77	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:33:36		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.68	ppm	wet	303.23	ppm	wet	  4.35	ppm	wet	  0.25	ppm	wet	390.94	ppm	wet	 45.35	ppm	wet	 -2.79	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:33:57		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.85	ppm	wet	304.03	ppm	wet	  4.24	ppm	wet	  1.44	ppm	wet	392.59	ppm	wet	 45.74	ppm	wet	 -2.82	ppm	wet	  0.01	ppm	wet	OK
0	2017-03-03	00:34:18		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.84	ppm	wet	304.01	ppm	wet	  4.79	ppm	wet	  0.85	ppm	wet	393.26	ppm	wet	 45.88	ppm	wet	 -2.84	ppm	wet	  0.07	ppm	wet	OK
0	2017-03-03	00:34:39		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.67	ppm	wet	305.18	ppm	wet	  4.54	ppm	wet	  1.45	ppm	wet	393.92	ppm	wet	 46.08	ppm	wet	 -2.77	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:35:01		SN081370_20160606.LIB	  0.03	vol-%	wet	  0.58	ppm	wet	305.58	ppm	wet	  4.27	ppm	wet	  1.20	ppm	wet	393.68	ppm	wet	 46.56	ppm	wet	 -2.87	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:35:22		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.83	ppm	wet	305.44	ppm	wet	  4.93	ppm	wet	  1.26	ppm	wet	392.76	ppm	wet	 46.22	ppm	wet	 -2.91	ppm	wet	  0.00	ppm	wet	OK
0	2017-03-03	00:35:43		SN081370_20160606.LIB	  0.04	vol-%	wet	  0.79	ppm	wet	305.03	ppm	wet	  4.39	ppm	wet	  0.00	ppm	wet	390.58	ppm	wet	 46.18	ppm	wet	 -2.90	ppm	wet	  0.02	ppm	wet	OK
